DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,2012-2013 OVERALL GRADE,2012-2013 OVERALL SCORE,2012-13 OVERALL PERCENTILE,2012-2013 PROGRESS CATEGORY SCORE,2012-2013 PROGRESS GRADE,2012-2013 PERFORMANCE CATEGORY SCORE,"2012-2013
PERFORMANCE GRADE",2012-2013 ENVIRONMENT CATEGORY SCORE,2012-2013 ENVIRONMENT GRADE,2012-2013 COLLEGE AND CAREER READINESS SCORE,2012-2013 COLLEGE AND CAREER READINESS GRADE,2012-2013 ADDITIONAL CREDIT,2011-12 PROGRESS REPORT GRADE,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
21K121,21,P.S. 121 Nelson A. Rockefeller,Anthony Mungioli,EMS,K-8,C,41.6,9.8,14,D,13.9,B,10.5,A,0,0,3.2,A,A,A
06M349,6,Harbor Heights,Monica Klehr,EMS,Middle,C,43.9,18.8,21.1,C,6.2,D,11.7,A,0,0,4.8,A,A,A
07X298,7,Academy of Public Relations,Amy Andino,EMS,Middle,C,44.4,19.7,19.9,C,10.9,C,8.9,B,0,0,4.7,A,A,A
10X315,10,P.S. 315 Lab School,Gaby Flores,EMS,K-8,C,47.9,28.7,15,D,17.6,A,12.4,A,0,0,2.9,A,A,A
08X152,8,P.S. 152 Evergreen,Frances Lynch,EMS,Elementary,C,48.1,37.4,27.8,C,12.2,B,5,C,0,0,3.1,A,A,A
03M862,3,Mott Hall II,Marlon Lowe,EMS,Middle,C,48.3,28.4,15.3,D,16.1,B,11.4,A,0,0,5.5,A,A,A
16K035,16,M.S. 035 Stephen Decatur,Jacklyn Charles-Marcus,EMS,Middle,C,48.6,29.2,21.6,C,9.5,C,12.8,A,0,0,4.7,A,A,A
09X403,9,Bronx International High School,Joaquin Vega,HS,High School,C,56.9,29.5,27.9,B,9.4,C,10,B,3.1,D,6.5,A,A,A
02M308,2,Lower Manhattan Arts Academy,John Wenk,HS,High School,C,57.6,30.6,25.4,C,11.6,B,10.9,B,5.9,B,3.8,A,A,A
16K267,16,"M.S. 267 Math, Science & Technology",Patricia King,EMS,Middle,C,41.2,14,10.9,D,16.4,A,9.7,B,0,0,4.2,A,A,B
30Q149,30,P.S. 149 Christa Mcauliffe,Esther Salorio,EMS,Elementary,C,42.5,23.8,18,D,11.8,B,10.7,A,0,0,2,A,A,B
19K409,19,East New York Family Academy,Sheila Richards,EMS,Middle,C,42.6,16,18.5,C,13.7,B,7.8,C,0,0,2.6,A,A,B
84M709,84,Harlem Village Academy Charter School,Laurie Warner/Jason Epting,EMS,Middle,C,46.1,23.3,14.5,D,14,B,12.1,A,0,0,5.4,A,A,B
20K205,20,P.S. 205 Clarion,Beth Grater,EMS,Elementary,C,47.8,36.6,31,B,12,B,2.6,C,0,0,2.2,A,A,B
15K448,15,Brooklyn Secondary School for Collaborative Stud,Alyce Barr,EMS,Middle,C,48.6,29.2,25,C,10.1,C,8.4,C,0,0,5.1,A,A,B
06M018,6,P.S. 018 Park Terrace,Connie Mejia,EMS,K-8,C,52.2,36,24.2,C,11.1,C,10.5,A,0,0,6.4,A,A,B
27Q064,27,P.S. 064 Joseph P. Addabbo,Nina Auster,EMS,Elementary,C,43.6,26.9,21,C,10.7,B,10.3,A,0,0,1.6,A,A,C
84K356,84,Achievement First- Crown Heights Charter School,Camilla Lopez/Gillette Eckler,EMS,K-8,C,45.5,21.3,21,C,14.1,B,7.5,C,0,0,2.9,A,A,C
27Q282,27,Knowledge and Power Preparatory Academy VI,Gary Dumornay,EMS,Middle,C,51.1,35.7,18.6,C,14.5,B,14.4,A,0,0,3.6,A,A,C
84K701,84,Brooklyn Charter School,Omigbade Escayg,EMS,Elementary,C,45.3,30.7,23.9,C,13.9,B,5.8,C,0,0,1.7,A,A,D
28Q121,28,P.S. 121 Queens,Evelyn Vadi,EMS,Elementary,C,44.1,28.4,22.3,C,12.7,B,7.8,B,0,0,1.3,A,B,A
14K147,14,P.S. 147 Isaac Remsen,Sandra Noyola,EMS,Elementary,C,45.6,31.5,20.9,C,13.5,B,10,A,0,0,1.1,A,B,A
10X205,10,P.S. 205 Fiorello Laguardia,Carol Rosado,EMS,Elementary,C,47.6,36.1,20.1,C,17.9,A,7.4,B,0,0,2.2,A,B,A
84X309,84,South Bronx Charter School For Int'L Culture & T,Evelyn Hey,EMS,Elementary,C,48.7,39.2,24.1,C,15.3,B,7.9,B,0,0,1.4,A,B,A
75X010,75,P.S. X010,Barbara Hanson,D75,Elementary,C,50.7,0,22.8,C,17.2,B,10.7,C,0,0,0,A,B,A
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,EMS,Middle,C,51,35.1,24.6,C,17,A,4.3,F,0,0,5.1,A,B,A
14K577,14,Conselyea Preparatory School,Maria Masullo,EMS,Middle,C,45,21.1,16.4,D,13.4,B,11.2,B,0,0,4,A,B,B
11X287,11,The Forward School,Adrienne Phifer,EMS,Middle,C,49.7,31.7,25.1,C,15,B,5.8,D,0,0,3.8,A,B,B
10X279,10,"P.S. 279 Captain Manuel Rivera, Jr.",Jean Dalton Encke,EMS,K-8,C,50.6,34.8,28.9,B,8.8,C,8.1,B,0,0,4.8,A,B,B
27Q124,27,P.S. 124 Osmond A Church,Valarie Lewis,EMS,K-8,C,43.9,15.9,17.5,D,13,B,10.4,A,0,0,3,A,B,C
18K598,18,Middle School of Marketing and Legal Studies,Jameela Horton-Ball,EMS,Middle,C,43.9,18.9,21,C,11.1,C,8.6,C,0,0,3.1,A,B,C
84K357,84,KIPP AMP Charter School,Natalie Webb/Debon Lewis,EMS,Middle,C,44.4,20.2,20.3,C,9.9,C,9.8,B,0,0,4.4,A,B,C
84K362,84,Hellenic Classical Charter School,Christina Tettonis,EMS,K-8,C,49.4,31.7,19.8,C,15.2,B,11.8,A,0,0,2.6,A,B,C
30Q126,30,Albert Shanker School for Visual and Performing,Alexander Angueira,EMS,Middle,C,52.6,37.9,26,C,13.1,B,10.2,B,0,0,3.3,A,B,C
31R065,31,P.S. 65 The Academy of Innovative Learning,Sophie Scamardella,EMS,Elementary,C,43.7,27.4,17,D,13.2,B,12.3,A,0,0,1.2,A,B,
11X468,11,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGE,Anthony Rivera,EMS,Middle,C,50,33.2,24.8,C,11.3,C,11,B,0,0,2.9,A,B,
84M382,84,DREAM Charter School,Eve Colavito,EMS,Elementary,C,40.6,19,18.9,D,10.9,B,7.7,B,0,0,3.1,A,C,0
15K032,15,P.S. 032 Samuels Mills Sprole,Deborah Ann Florio,EMS,Elementary,C,45.7,31.8,18.9,D,13.2,B,8.7,B,0,0,4.9,A,C,A
14K132,14,P.S. 132 The Conselyea School,Beth Lubeck,EMS,Elementary,C,39.6,16.7,15,F,16,A,7.7,B,0,0,0.9,A,C,B
32K106,32,P.S. 106 Edward Everett Hale,Robert Flores,EMS,Elementary,C,43.6,26.9,24.6,C,9.7,C,6.5,B,0,0,2.8,A,C,B
84K704,84,Explore Charter School,Rod Bowen,EMS,K-8,C,45.5,21.3,23.6,C,11.9,C,7,C,0,0,3,A,C,B
06M218,6,I.S. 218 Salome Urena,June Barnett,EMS,Middle,C,51.1,35.7,30.9,B,8,C,7.3,C,0,0,4.9,A,C,B
10X020,10,P.S. 20 P.O.George J. Werdan III,Joan Riley,EMS,K-8,C,52.4,36.6,27.9,C,14.5,B,5.3,C,0,0,4.6,A,C,B
20K185,20,P.S. 185 Walter Kassenbrock,Kenneth Llinas,EMS,Elementary,C,39.2,15.7,18.8,D,10.3,C,8.6,B,0,0,1.4,A,C,C
22K312,22,P.S. 312 Bergen Beach,Diane Denning,EMS,Elementary,C,41.7,22,16.7,D,13.5,B,10.7,A,0,0,0.8,A,C,C
84X389,84,Bronx Global Learning Institute for Girls Charte,Celia Domenech,EMS,Elementary,C,39.3,16.1,16.8,D,12.2,B,9.3,A,0,0,1,A,C,
84M478,84,Inwood Academy for Leadership Charter School,Christina Reyes,EMS,Middle,C,49.2,30.3,20.8,C,11.7,B,12,A,0,0,4.7,A,,
84K711,84,Leadership Preparatory Brownsville Charter School,Darcy Richie,EMS,Elementary,C,44.3,28.7,20.1,C,14.5,B,9,B,0,0,0.7,B,0,0
84K782,84,Bedford Stuyvesant New Beginnings Charter School,Joshua Morales/Karen Jones,EMS,Elementary,C,47.3,35.3,26.4,C,13.5,B,6,B,0,0,1.4,B,0,0
84K737,84,Brownsville Ascend Charter School,Erin Swan,EMS,Elementary,C,48.5,38,27.2,C,13.7,B,7.3,B,0,0,0.3,B,0,0
13K691,13,FORT GREENE PREPARATORY ACADEMY,Paula Lettiere,EMS,Middle,C,48.9,30.1,25.6,C,11.6,B,8.7,B,0,0,2.9,B,0,0
16K262,16,P.S. 262 El Hajj Malik El Shabazz Elementary Sch,Joeletha Ferguson,EMS,K-8,C,44.8,18.3,16.4,D,16.3,B,9,B,0,0,3.1,B,A,A
07X296,7,South Bronx Academy for Applied Media,Roshone Ault,EMS,Middle,C,46.7,23.9,26.6,C,10.4,C,5.8,D,0,0,3.8,B,A,A
09X543,9,High School for Violin and Dance,Franklin Sim,HS,High School,C,50,14.6,26.4,C,8.7,C,6.3,D,3.8,C,4.8,B,A,A
04M372,4,ESPERANZA PREPARATORY ACADEMY,Alexandra Estrella,EMS,Middle,C,50,33.2,24.6,C,10.2,C,10.8,B,0,0,4.3,B,A,A
07X456,7,Alfred E. Smith Campus YABC,David Martin,YABC,YABC,C,50.9,0,27.6,B,5.2,C,9.4,C,4.3,B,4.4,B,A,A
23K697,23,Teachers Preparatory High School,Carmen Simon,HS,High School,C,55.1,26.6,21.9,C,13.8,B,9.5,C,6.4,B,3.5,B,A,A
07X548,7,Urban Assembly School for Careers in Sports,Johanny Garcia,HS,High School,C,55.7,27.4,27.5,C,10.6,C,9.7,C,3.8,C,4.1,B,A,A
84M320,84,Manhattan Charter School,Genie Depolo,EMS,Elementary,C,38.4,13.3,13.8,F,15.7,A,7.4,B,0,0,1.5,B,A,B
19K007,19,P.S. 007 Abraham Lincoln,Carolyn Noel,EMS,Elementary,C,41.9,22.1,24.2,C,11.3,B,4.2,C,0,0,2.2,B,A,B
08X062,8,P.S. 062 Inocensio Casanova,Lisa Manfredonia,EMS,Elementary,C,43.4,26.1,25.7,C,8.7,C,5.9,B,0,0,3.1,B,A,B
20K048,20,P.S. 048 Mapleton,Diane Picucci,EMS,Elementary,C,44.4,28.9,22,C,12.3,B,7.2,B,0,0,2.9,B,A,B
23K155,23,P.S./ I.S. 155 Nicholas Herkimer,Nelly Cortes,EMS,K-8,C,47.7,27.4,22.9,C,12.6,B,8.1,B,0,0,4.1,B,A,B
23K323,23,P.S./I.S. 323,Linda Harris,EMS,K-8,C,48.1,29.3,27.5,C,6.2,D,10.3,A,0,0,4.1,B,A,B
26Q172,26,Irwin Altman Middle School 172,Jeffrey Slivko,EMS,Middle,C,51.4,36,21.2,C,17,A,7.4,C,0,0,5.8,B,A,B
17K189,17,P.S. 189 Lincoln Terrace,Ms. Berthe G. Faustin,EMS,K-8,C,53.1,37.8,25.5,C,15.6,B,8,B,0,0,4,B,A,B
12X691,12,Bronx Little School,Janice Gordon,EMS,Elementary,C,40.3,18,19.6,C,9.4,C,6.9,B,0,0,4.4,B,A,C
23K041,23,P.S. 041 Francis White,Theresa Siegel,EMS,K-8,C,52.5,37.2,33.3,B,8.9,C,6.2,C,0,0,4.1,B,A,C
14K586,14,Lyons Community School,Taeko Onishi,HS,High School,C,56.5,29,26,C,11.9,B,10.2,B,3.2,D,5.2,B,A,
28Q175,28,P.S. 175 The Lynn Gross Discovery School,Patricia Cooper,EMS,Elementary,C,38.6,14.1,22.4,C,7.2,C,6.9,B,0,0,2.1,B,B,A
23K644,23,Eagle Academy for Young Men II,Rashad Meade,EMS,Middle,C,40,12.1,15.2,D,7.4,D,13.1,A,0,0,4.3,B,B,A
25Q201,25,P.S. 201 The Discovery School for Inquiry and Re,Rebecca Lozada,EMS,Elementary,C,41.4,21.2,22.7,C,12.7,B,3.3,C,0,0,2.6,B,B,A
04M102,4,P.S. 102 Jacques Cartier,Sandra Gittens,EMS,Elementary,C,43.8,27.7,24.7,C,8.5,C,7.6,B,0,0,3,B,B,A
02M408,2,Professional Performing Arts High School,Keith Ryan,EMS,Middle,C,44.1,19.1,18.8,C,17.5,A,6.3,C,0,0,1.5,B,B,A
17K399,17,P.S. 399 Stanley Eugene Clark,Marion J. Brown,EMS,Elementary,C,46.9,34.4,25.6,C,13.6,B,6.5,B,0,0,1.2,B,B,A
24Q128,24,P.S. 128 Juniper Valley,John Lavelle,EMS,K-8,C,49.5,32.3,18.2,C,16.6,A,11.4,A,0,0,3.3,B,B,A
13K265,13,Dr. Susan S. McKinney Secondary School of the Arts,Paula Holmes,HS,High School,C,50.2,14.9,20.3,C,11.5,C,8.6,C,5.8,B,4,B,B,A
17K548,17,Brooklyn School for Music & Theatre,Pamela Randazzo-Dorcely,HS,High School,C,52.6,22.5,31.6,B,7.8,C,7.9,C,2.6,D,2.7,B,B,A
13K499,13,ACORN Community High School,Andrea Piper,HS,High School,C,53.3,23.3,22.8,C,12,B,8.6,C,4.9,C,5,B,B,A
02M294,2,Essex Street Academy,Erin Carstensen,HS,High School,C,54.8,26,24.9,C,8.6,C,12.3,A,5,C,4,B,B,A
12X550,12,High School of World Cultures,Ramon Namnun,HS,High School,C,54.8,26,25.8,C,8.4,C,10.3,B,3.4,C,6.8,B,B,A
19K452,19,Frederick Douglass Academy VIII Middle School,Yolanda Martin,EMS,Middle,C,29.1,2.8,2.5,F,13.1,B,10.4,B,0,0,3,B,B,B
26Q094,26,P.S. 094 David D. Porter,Joann Barbeosch,EMS,Elementary,C,36.6,10.2,16.6,D,9.3,C,9.7,A,0,0,0.9,B,B,B
21K128,21,P.S. 128 Bensonhurst,Marcia Robins,EMS,Elementary,C,38,12.1,18.6,D,4.9,F,11.5,A,0,0,3,B,B,B
18K115,18,P.S. 115 Daniel Mucatel School,Denis Guerin,EMS,Elementary,C,38.1,12.3,18.9,D,11.9,B,6.1,B,0,0,1.2,B,B,B
13K044,13,P.S. 044 Marcus Garvey,Valerie Taylor,EMS,Elementary,C,38.5,13.8,21.3,C,9.1,C,5.8,C,0,0,2.3,B,B,B
09X170,9,P.S. 170,Nancy Ramos,EC,K-2,C,38.5,0,12.4,C,10.7,C,12.7,A,0,0,2.7,B,B,B
11X106,11,P.S. 106 Parkchester,Eugenia Montalvo,EMS,Elementary,C,40.9,19.5,22.9,C,10.4,C,5.5,C,0,0,2.1,B,B,B
01M063,1,P.S. 063 William McKinley,Darlene Cameron,EMS,Elementary,C,41.5,21.5,24.3,C,9.2,C,4.2,C,0,0,3.8,B,B,B
28Q050,28,P.S. 050 Talfourd Lawn Elementary School,Rina Manjarrez,EMS,Elementary,C,42,22.3,21.5,C,14.6,B,4,C,0,0,1.9,B,B,B
17K002,17,M.S. 002,Adrienne Spencer,EMS,Middle,C,43.4,17.1,17.5,C,13.4,B,9.4,B,0,0,3.1,B,B,B
08X335,8,The Academy of the Arts,Glorimer Lopez,EMS,Elementary,C,43.7,27.4,27.4,C,8.4,C,5.5,C,0,0,2.4,B,B,B
31R048,31,P.S. 048 William C. Wilcox,Jacqueline Mammolito,EMS,Elementary,C,44.4,29,19.7,C,12.1,B,10.8,A,0,0,1.8,B,B,B
21K212,21,P.S. 212 Lady Deborah Moody,Josephine Marsella,EMS,Elementary,C,44.8,29.3,24.9,C,8.7,C,8.8,B,0,0,2.3,B,B,B
27Q202,27,J.H.S. 202 Robert H. Goddard,William Fitzgerald,EMS,Middle,C,45.5,22.5,17.6,C,14.8,B,9.4,B,0,0,3.7,B,B,B
20K102,20,P.S. 102 The Bayview,Cornelia Sichenze,EMS,Elementary,C,45.6,31.3,20.5,C,16.2,A,6.6,B,0,0,2.3,B,B,B
06M143,6,J.H.S. 143 Eleanor Roosevelt,Lakisha Mcdaniel Luke,EMS,Middle,C,45.6,22.6,18.2,C,12.8,B,9.5,B,0,0,5.1,B,B,B
22K217,22,P.S. 217 Colonel David Marcus School,Franca Conti,EMS,Elementary,C,46.5,33.6,27.4,C,10,C,6.3,B,0,0,2.7,B,B,B
29Q208,29,P.S. / I.S. 208,James Philemy,EMS,K-8,C,48.8,30.5,23.8,C,13.1,B,9.8,B,0,0,2.1,B,B,B
02M473,2,Washington Irving Yabc,Roger Bradley,YABC,YABC,C,50.1,0,23.4,C,7.1,C,8.9,C,5.7,B,5,B,B,B
24Q061,24,I.S. 061 Leonardo Da Vinci,Joseph J Lisa,EMS,Middle,C,50.3,33.7,30.1,B,6.4,D,9.1,B,0,0,4.7,B,B,B
75Q224,75,P.S. Q224,Desmond Park,D75,Elementary,C,51.4,0,25.8,C,12.9,B,12.7,B,0,0,0,B,B,B
09X525,9,Bronx Leadership Academy High School,"Kenneth Gaskins,jr.",HS,High School,C,54.7,24.9,22.2,C,11.6,B,11,B,5.5,B,4.4,B,B,B
02M316,2,"Urban Assembly School of Business for Young Women, the",Patricia Minaya,HS,High School,C,54.8,26,25,C,12.4,B,8,C,5.7,B,3.7,B,B,B
28Q690,28,High School for Law Enforcement and Public Safety,Diahann E. Malcolm,HS,High School,C,54.9,26.3,22.6,C,12.1,B,10.8,B,5.1,C,4.3,B,B,B
19K507,19,Performing Arts and Technology High School,Reginald Richardson,HS,High School,C,56.1,28.5,27.2,C,11.8,B,9.9,B,2.8,D,4.4,B,B,B
10X284,10,Bronx School of Law and Finance,Jessica Goring,HS,High School,C,57.9,31.4,26.2,C,12.1,B,9.7,C,5,C,4.9,B,B,B
22K425,22,James Madison High School,Joseph A. Gogliormella,HS,High School,C,57.9,31.2,25.2,C,10.6,C,12.3,A,5.6,B,4.2,B,B,B
31R029,31,P.S. 029 Bardwell,Mrs. Linda Manfredi,EMS,Elementary,C,36,9,15.4,D,8.3,C,11.2,A,0,0,1.1,B,B,C
04M038,4,P.S. 38 Roberto Clemente,Norma Caraballo,EMS,Elementary,C,40.2,17.9,27.9,B,8,C,0.7,F,0,0,3.6,B,B,C
07X005,7,P.S. 005 Port Morris,Mary Padilla,EMS,Elementary,C,41,20.5,27.1,C,5.5,D,5.5,C,0,0,2.9,B,B,C
13K133,13,P.S. 133 William A. Butler,Heather Foster-Mann,EMS,Elementary,C,42.9,25.1,24.1,C,7.8,C,8.4,B,0,0,2.6,B,B,C
17K543,17,"Science, Technology and Research Early College H",Dr. Eric L. Blake,EMS,Middle,C,43,16.6,16.3,D,13.2,B,12.3,A,0,0,1.2,B,B,C
32K123,32,P.S. 123 Suydam,Veronica Greene,EMS,Elementary,C,43.1,25.4,23.7,C,10,C,6.1,B,0,0,3.3,B,B,C
12X067,12,P.S. 067 Mohegan School,Jeffrey Santiago,EMS,Elementary,C,43.2,25.7,27.8,C,9,C,2.7,C,0,0,3.7,B,B,C
14K084,14,P.S. 084 Jose De Diego,Sereida Rodriguez,EMS,Elementary,C,43.9,27.9,27.4,C,5.3,D,8.5,B,0,0,2.7,B,B,C
22K207,22,P.S. 207 Elizabeth G. Leary,Mary Bosco,EMS,K-8,C,45.2,20.1,16.3,D,17.2,A,8.3,B,0,0,3.4,B,B,C
75X723,75,P.S. 723,Christine Walsh,D75,K-8,C,45.2,0,27.9,C,6.1,D,11.2,B,0,0,0,B,B,C
28Q139,28,P.S. 139 Rego Park,Monica Bridget Powers-Meade,EMS,Elementary,C,47.4,35.4,25.7,C,15.5,B,4.2,C,0,0,2,B,B,C
11X083,11,P.S. 083 Donald Hertz,Claudia Macek,EMS,K-8,C,47.6,27.1,23,C,12.9,B,8.8,B,0,0,2.9,B,B,C
13K616,13,Brooklyn High School for Leadership and Community Service,Georgia Kouriampalis,HST,High School Transfer,C,49.3,0,20.4,C,6.7,C,13.1,A,1.4,D,7.6,B,B,C
25Q285,25,World Journalism Preparatory: A College Board Sc,Cynthia Schneider,EMS,Middle,C,50.6,34,21,C,16,B,8.7,B,0,0,4.9,B,B,C
13K265,13,Dr. Susan S. McKinney Secondary School of the Ar,Paula Holmes,EMS,Middle,C,50.9,34.6,21.6,C,16,B,7.6,C,0,0,5.6,B,B,C
14K454,14,Green School: An Academy for Environmental Careers,Cara Tait,HS,High School,C,53.5,23.9,26.2,C,7.3,D,8.2,C,5.6,B,6.2,B,B,C
20K127,20,P.S. 127 Mckinley Park,Agatha Alicandro,EMS,Elementary,C,42.7,24.4,22.2,C,11.3,B,6.6,B,0,0,2.6,B,B,D
21K620,21,William E. Grady Career and Technical Education High School,Geraldine Maione,HS,High School,C,47.6,11.9,16.5,D,9.5,C,10.6,B,4.7,C,6.3,B,B,D
19K678,19,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE,Malik Small,EMS,Middle,C,45.4,21.6,20.1,C,13.2,B,9.4,B,0,0,2.7,B,B,
22K277,22,P.S. 277 Gerritsen Beach,Jeanne Fish,EMS,Elementary,C,34.9,7.5,12.1,F,11,B,10.3,A,0,0,1.5,B,C,A
12X286,12,Fannie Lou Hamer Middle School,Lorraine Chanon,EMS,Middle,C,39.9,11.5,17.9,C,8,C,10.7,B,0,0,3.3,B,C,A
32K274,32,P.S. 274 Kosciusko,Maritza Ollivierra-Jones,EMS,Elementary,C,40.8,19.3,21.4,C,8.7,C,8.3,B,0,0,2.4,B,C,A
12X217,12,School of Performing Arts,Maiysha Etienne,EMS,Middle,C,46.9,25,25.6,C,10.7,C,7.1,C,0,0,3.5,B,C,A
21K690,21,Brooklyn Studio Secondary School,Andrea Ciliotta,HS,High School,C,51,16.5,27.4,C,10.3,C,3.6,F,5,C,4.6,B,C,A
22K236,22,P.S. 236 Mill Basin,Mary Theresa Nelson,EMS,Elementary,C,25.8,1.3,12.7,F,9.7,C,1.8,D,0,0,1.6,B,C,B
84Q705,84,"Renaissance Charter School, The",Stacey Gauthier,EMS,K-8,C,32.1,2.4,8,F,12.1,B,7.9,B,0,0,4.1,B,C,B
28Q174,28,P.S. 174 William Sidney Mount,Karin Kelly,EMS,Elementary,C,37.2,11,21.5,C,10.7,B,3.5,C,0,0,1.5,B,C,B
28Q082,28,P.S. 082 Hammond,Dr. Angela Boykin,EMS,Elementary,C,38.3,13.1,24.3,C,7.2,C,4,C,0,0,2.8,B,C,B
29Q134,29,P.S. 134 Hollis,Robert Chambers,EMS,Elementary,C,38.3,13.1,25.2,C,7.3,C,3.3,C,0,0,2.5,B,C,B
14K018,14,P.S. 018 Edward Bush,Karen Ford,EMS,Elementary,C,38.5,13.8,20,C,12,B,5.2,C,0,0,1.3,B,C,B
27Q123,27,P.S. 123,Cynthia Sumay-Eaton,EMS,Elementary,C,40.1,17.5,24.4,C,8.2,C,4.7,C,0,0,2.8,B,C,B
13K282,13,P.S. 282 Park Slope,Magalie Alexis,EMS,K-8,C,41,9.2,25.2,C,10.1,C,3.2,D,0,0,2.5,B,C,B
84M388,84,St. HOPE Leadership Academy Charter School,"Constance K. Bond, Ph.D",EMS,Middle,C,41.9,15.2,15.9,D,10.1,C,13.2,A,0,0,2.6,B,C,B
14K071,14,Juan Morel Campos Secondary School,Eric Fraser,EMS,Middle,C,42.1,15.7,22.6,C,7.4,D,8.5,C,0,0,3.6,B,C,B
28Q117,28,P.S. 117 J. Keld / Briarwood School,Paula Cunningham,EMS,Elementary,C,42.4,23.4,24.8,C,10,C,5.7,C,0,0,1.8,B,C,B
27Q096,27,P.S. 096,Joyce Walker,EMS,Elementary,C,43.5,26.4,26.6,C,8.2,C,7.3,B,0,0,1.4,B,C,B
31R018,31,P.S. 018 John G. Whittier,Robert Rodriguez,EMS,Elementary,C,43.6,26.9,22.9,C,11.4,B,5.6,C,0,0,3.7,B,C,B
15K169,15,P.S. 169 Sunset Park,Josephine Santiago,EMS,Elementary,C,45.3,30.7,25.6,C,10.6,C,6.6,B,0,0,2.5,B,C,B
24Q091,24,P.S. 091 Richard Arkwright,Victoria Catalano,EMS,Elementary,C,45.3,30.7,28.4,B,8.7,C,5.4,C,0,0,2.8,B,C,B
10X091,10,P.S. 091 Bronx,Meridith Struhl Nasjlett,EMS,Elementary,C,45.5,31.2,28.4,B,13.7,B,0.3,F,0,0,3.1,B,C,B
10X080,10,J.H.S. 080 The Mosholu Parkway,Emmanuel Polanco,EMS,Middle,C,45.7,23,26.9,C,9.2,C,5.3,D,0,0,4.3,B,C,B
24Q239,24,P.S. 239,Robin Connolly,EMS,Elementary,C,46.1,33,25,C,11.1,B,6.6,B,0,0,3.4,B,C,B
09X117,9,I.S. 117 Joseph H. Wade,Delise Jones,EMS,Middle,C,46.2,23.6,24.5,C,9.8,C,7.4,C,0,0,4.5,B,C,B
09X219,9,I.S. 219 New Venture School,Dominic Cipollone,EMS,Middle,C,46.7,24.7,27.1,C,8.3,C,7,C,0,0,4.3,B,C,B
84M284,84,Harlem Children's Zone/Promise Academy Charter S,Tonya White/Shakira Petit,EMS,K-8,C,46.9,25,24.7,C,12.4,B,7.8,C,0,0,2,B,C,B
01M142,1,P.S. 142 Amalia Castro,Rhonda Levy,EMS,Elementary,C,47.9,36.7,23.7,C,13.7,B,7.8,B,0,0,2.7,B,C,B
10X360,10,P.S. 360,Nancy Rodriguez-Lewis,EMS,Elementary,C,47.9,36.9,27.8,C,10,C,7.8,B,0,0,2.3,B,C,B
10X391,10,The Angelo Patri Middle School,Graciela Abadia,EMS,Middle,C,48,27.3,27.3,C,7.9,C,8.9,B,0,0,3.9,B,C,B
11X105,11,P.S. 105 Sen Abraham Bernstein,Mr. Christopher Eustace,EMS,Elementary,C,48.7,39.2,32.5,B,10.7,B,2.5,D,0,0,3,B,C,B
05M129,5,P.S. 129 John H. Finley,Odelphia Pierre,EMS,K-8,C,48.9,30.5,29.6,B,9.8,C,5.8,C,0,0,3.6,B,C,B
06M463,6,High School for Media and Communications,Ronni Michelen,HS,High School,C,50.4,15.5,21.9,C,9.9,C,9.2,C,4.2,C,5.1,B,C,B
22K240,22,Andries Hudde,Elena S. O'sullivan,EMS,Middle,C,51.5,36.2,28.1,C,11.1,C,7.7,C,0,0,4.6,B,C,B
14K474,14,PROGRESS High School for Professional Careers,William Jusino,HS,High School,C,51.9,19.2,23.1,C,9.1,C,10.9,B,3.5,C,5.3,B,C,B
02M529,2,Jacqueline Kennedy Onassis High School,Edward Demeo,HS,High School,C,52.4,21.4,26.1,C,9.1,C,8.9,C,4.8,C,3.4,B,C,B
31R445,31,Port Richmond High School,Timothy M. Gannon,HS,High School,C,52.5,22.2,23.4,C,8.6,C,10,B,6.1,B,4.4,B,C,B
10X503,10,Walton Yabc,Keesha Lindsay,YABC,YABC,C,52.5,0,27.1,B,7.1,C,8.2,C,3.8,C,6.3,B,C,B
19K510,19,World Academy for Total Community Health High School,Kim Wanliss,HS,High School,C,57.3,30.1,28.8,B,11.7,B,4.3,F,6.6,B,5.9,B,C,B
11X299,11,Astor Collegiate Academy,Sandra Burgos,HS,High School,C,57.6,30.6,30.5,B,8.9,C,8.2,C,5.3,B,4.6,B,C,B
14K016,14,P.S. 016 Leonard Dunkly,Mary Renny,EMS,Elementary,C,36.5,9.8,18.4,D,8.7,C,7.9,B,0,0,1.5,B,C,C
31R020,31,P.S. 020 Port Richmond,Marie Munoz,EMS,Elementary,C,36.6,10,17.2,D,8.6,C,7.9,B,0,0,2.9,B,C,C
13K008,13,P.S. 008 Robert Fulton,Seth Phillips,EMS,Elementary,C,38.3,13.1,22.4,C,10.9,B,2.8,C,0,0,2.1,B,C,C
13K307,13,P.S. 307 Daniel Hale Williams,Roberta Davenport,EMS,Elementary,C,39.6,16.7,18.1,D,11.6,B,8.2,B,0,0,1.7,B,C,C
