DBN,DISTRICT,SCHOOL,PRINCIPAL,PROGRESS REPORT TYPE,SCHOOL LEVEL*,PEER INDEX*,2011-2012 OVERALL GRADE,2011-2012 OVERALL SCORE,2011-12 OVERALL PERCENTILE,2011-2012 PROGRESS CATEGORY SCORE,2011-2012 PROGRESS GRADE,2011-2012 PERFORMANCE CATEGORY SCORE,2011-2012 PERFORMANCE GRADE,2011-2012 ENVIRONMENT CATEGORY SCORE,2011-2012 ENVIRONMENT GRADE,2011-2012 COLLEGE AND CAREER READINESS SCORE,2011-2012 COLLEGE AND CAREER READINESS GRADE,2011-2012 ADDITIONAL CREDIT,2010-11 PROGRESS REPORT GRADE,2009-10 PROGRESS REPORT GRADE
31R002,31,I.S. R002 George L. Egbert,Adrienne Stallone,EMS,Middle,2.68,C,43.5,21.3,18.8,D,17.1,A,5.2,D,,,2.3,C,C
31R003,31,P.S. 003 The Margaret Gioiosa School,Judith Wilson,EMS,Elementary,13.12,C,38.0,13.1,17.0,D,11.6,C,7.9,B,,,1.5,C,C
31R004,31,P.S. 004 Maurice Wollin,Mr. Marc A. Harris,EMS,Elementary,20.85,B,50.2,40.5,31.9,B,9.6,C,4.7,D,,,3.9,C,C
31R005,31,P.S. 005 Huguenot,Lisa Arcuri,EMS,Elementary,10.89,C,44.8,25.1,18.6,D,13.2,B,12.9,A,,,0.1,C,C
31R006,31,P.S. 6 Corporal Allan F. Kivlehan School,Cynthia Difolco,EMS,Elementary,16.50,C,25.5,2.1,9.2,F,6.7,D,7.3,C,,,2.2,C,C
31R007,31,I.S. 007 Elias Bernstein,Dr. Nora De Rosa-Karby,EMS,Middle,3.12,A,65.7,75.7,33.2,B,20.4,A,9.9,A,,,2.2,B,B
31R008,31,P.S. 8 Shirlee Solomon,Lisa Esposito,EMS,Elementary,20.06,A,97.6,99.7,55.3,A,24.1,A,11.3,A,,,6.9,A,A
31R011,31,P.S. 11 Thomas Dongan School,Erica Mattera,EMS,Elementary,42.53,D,34.5,8.2,16.7,D,6.3,F,8.4,B,,,3.1,C,B
31R013,31,P.S. 013 M. L. Lindemeyer,Paul Martuccio,EMS,Elementary,41.94,A,79.3,95.6,44.2,A,20.4,A,11.2,A,,,3.5,B,C
31R014,31,P.S. 014 Cornelius Vanderbilt,Nancy Hargett,EMS,Elementary,61.26,,.,.,.,,.,,.,,,,.,D,C
31R016,31,P.S. 016 John J. Driscoll,Vincenza Gallassio,EMS,Elementary,61.14,C,46.2,29.7,30.5,B,6.6,D,5.1,D,,,4.0,C,C
31R018,31,P.S. 018 John G. Whittier,Robert Rodriguez,EMS,Elementary,62.38,B,52.8,47.7,30.6,B,13.3,B,4.5,D,,,4.4,C,B
31R019,31,P.S. 019 The Curtis School,Mary Petrone,EMS,Elementary,52.49,B,52.3,45.4,25.5,C,16.1,A,7.6,B,,,3.1,A,B
31R020,31,P.S. 020 Port Richmond,Marie Munoz,EMS,Elementary,63.90,B,49.8,39.5,20.2,D,15.6,B,10.6,A,,,3.3,C,C
31R021,31,P.S. 21 Margaret Emery-Elm Park,Gina Moreno,EMS,Elementary,55.66,B,56.5,57.2,31.4,B,11.4,C,10.6,A,,,3.0,C,A
31R022,31,P.S. 022 Graniteville,Melissa Lamb Donath,EMS,Elementary,49.34,C,39.5,15.7,19.5,D,11.9,C,5.5,C,,,2.6,C,B
31R023,31,P.S. 023 Richmondtown,Frank Campagna,EMS,Elementary,18.53,B,61.5,67.5,32.2,B,15.8,B,9.8,A,,,3.7,A,B
31R024,31,I.S. 024 Myra S. Barnes,Lenny Santamaria,EMS,Middle,2.99,C,39.2,13.3,13.3,F,16.9,A,6.6,C,,,2.4,B,C
31R026,31,P.S. 026 The Carteret School,Laura Kump,EMS,Elementary,33.62,C,45.7,27.7,13.4,F,18.4,A,12.7,A,,,1.2,B,C
31R027,31,I.S. 027 Anning S. Prall,Tracey Kornish,EMS,Middle,2.56,C,47.3,29.0,21.6,D,15.7,B,7.7,B,,,2.3,C,C
31R029,31,P.S. 029 Bardwell,Mrs. Linda Manfredi,EMS,Elementary,20.62,B,52.4,45.7,23.0,C,15.3,B,12.1,A,,,2.0,B,C
31R030,31,P.S. 030 Westerleigh,Mrs. Denise N. Spina,EMS,Elementary,22.33,C,45.4,26.4,26.3,C,13.3,B,3.3,F,,,2.5,B,C
31R031,31,P.S. 031 William T. Davis,Patricia Covington,EMS,Elementary,62.88,C,48.2,36.1,29.0,C,7.3,D,8.9,B,,,3.0,B,B
31R032,31,P.S. 032 The Gifford School,Nancy Spataro,EMS,Elementary,16.17,C,46.2,29.7,24.1,C,14.2,B,5.2,D,,,2.7,B,B
31R034,31,I.S. 034 Tottenville,John Boyle,EMS,Middle,3.00,A,73.4,86.2,40.3,A,20.8,A,9.1,B,,,3.2,C,A
31R035,31,P.S. 35 The Clove Valley School,Melissa Garofalo,EMS,Elementary,23.29,A,78.8,94.9,45.2,A,21.3,A,9.2,B,,,3.1,C,C
31R036,31,P.S. 036 J. C. Drumgoole,Barbara Bellafatto,EMS,Elementary,12.71,C,25.6,2.8,14.8,F,5.7,F,2.8,F,,,2.2,B,C
31R038,31,P.S. 038 George Cromwell,Everlidys Robles,EMS,Elementary,31.03,B,60.5,65.3,32.4,B,19.3,A,5.3,C,,,3.5,C,B
31R039,31,P.S. 39 Francis J. Murphy Jr.,Tracey Wright,EMS,Elementary,27.18,D,33.7,7.2,12.3,F,10.6,C,9.5,B,,,1.3,C,C
31R041,31,P.S. 041 New Dorp,Elise Feldman,EMS,Elementary,31.16,C,48.9,37.2,24.4,C,17.2,A,4.3,D,,,2.9,C,C
31R042,31,P.S. 042 Eltingville,Brian Sharkey,EMS,Elementary,15.80,C,38.2,13.8,15.5,D,11.5,C,9.0,B,,,2.2,B,C
31R044,31,P.S. 044 Thomas C. Brown,Joseph Miller,EMS,Elementary,64.06,B,50.1,40.2,31.8,B,7.6,D,7.0,C,,,3.7,C,C
31R045,31,P.S. 045 John Tyler,Christine Chavez,EMS,Elementary,38.35,C,45.6,27.5,23.4,C,13.9,B,5.6,C,,,2.6,B,C
31R046,31,P.S. 046 Albert V. Maniscalco,Andrea Maffeo,EMS,Elementary,44.86,C,46.7,31.6,25.1,C,9.2,C,8.4,B,,,4.0,B,D
31R048,31,P.S. 048 William C. Wilcox,Jacqueline Mammolito,EMS,Elementary,18.96,B,52.2,44.9,21.7,C,17.9,A,10.0,A,,,2.6,B,B
31R049,31,I.S. 49 Berta A. Dreyfus,Linda Hill,EMS,Middle,2.27,C,47.3,29.0,24.0,C,14.6,B,5.5,C,,,3.2,B,B
31R050,31,P.S. 050 Frank Hankinson,Sharon Fine,EMS,Elementary,15.83,C,42.9,21.8,20.9,D,14.6,B,5.7,C,,,1.7,B,B
31R051,31,I.S. 051 Edwin Markham,Nicholas Mele,EMS,Middle,2.43,C,50.0,35.4,24.4,C,15.5,B,7.4,C,,,2.7,B,B
31R052,31,P.S. 052 John C. Thompson,Jane Mccord,EMS,Elementary,24.15,C,39.1,14.8,22.5,C,7.9,D,5.8,C,,,2.9,D,C
31R053,31,P.S. 053 Bay Terrace,Annette Esposito,EMS,Elementary,17.46,B,51.5,42.6,25.2,C,13.6,B,9.8,A,,,2.8,B,B
31R054,31,P.S. 054 Charles W. Leng,Karen Catanzarolarosa,EMS,Elementary,27.25,C,45.6,27.5,23.8,C,11.3,C,7.5,B,,,3.0,D,C
31R055,31,P.S. 055 Henry M. Boehm,Sharon Fishman,EMS,Elementary,13.93,C,30.2,4.6,12.9,F,12.3,C,3.4,F,,,1.6,C,C
31R056,31,P.S. 56 The Louis Desario School,Dean Scali,EMS,Elementary,16.10,C,25.6,2.8,10.9,F,9.2,C,3.4,F,,,2.1,C,C
31R057,31,P.S. 057 Hubert H. Humphrey,Sandra Harrell,EMS,Elementary,62.37,C,45.2,26.1,26.7,C,8.6,D,5.7,C,,,4.2,C,A
31R058,31,Space Shuttle Columbia School,Roseann Mezzacappa,EMS,Elementary,26.14,B,55.6,54.4,31.1,B,12.9,B,8.6,B,,,3.0,B,C
31R060,31,P.S. 060 Alice Austen,Bonnie Ferretti,EMS,Elementary,28.72,B,52.7,46.6,30.3,B,13.2,B,6.4,C,,,2.8,D,C
31R061,31,I.S. 061 William A Morris,Susan Tronolone,EMS,Middle,2.47,C,43.3,19.9,21.8,C,13.9,B,4.9,D,,,2.7,C,C
31R063,31,Marsh Avenue School for Expeditionary Learning,Jessica Jenkins-Milona,EMS,Middle,2.88,A,76.7,89.2,39.3,A,20.4,A,13.1,A,,,3.9,B,B
31R065,31,P.S. 65 The Academy of Innovative Learning,Sophie Scamardella,EMS,Elementary,39.84,A,68.6,84.4,31.1,B,22.8,A,13.5,A,,,1.2,B,.
31R069,31,P.S. 069 Daniel D. Tompkins,Doreen Murphy,EMS,Elementary,21.88,C,32.0,5.9,11.9,F,8.6,D,9.8,A,,,1.7,C,C
31R072,31,I.S. 072 Rocco Laurie,Peter Macellari,EMS,Middle,2.68,C,51.2,39.0,22.9,C,19.2,A,6.7,C,,,2.4,B,B
31R075,31,I.S. 075 Frank D. Paulo,Mark Cannizzaro,EMS,Middle,2.95,B,63.5,70.2,31.6,B,20.6,A,9.2,B,,,2.1,B,B
31R080,31,The Michael J. Petrides School,Joanne Buckheit,EMS,K-8,25.40,C,49.4,36.3,24.7,C,15.0,B,6.8,C,,,2.9,C,C
31R861,31,Staten Island School of Civic Leadership,Rose Kerr,EMS,K-8,38.67,A,66.2,81.3,32.8,B,17.9,A,11.1,A,,,4.4,A,.
32K045,32,P.S. 045 Horace E. Greene,Tracey Lott-Davis,EMS,Elementary,60.14,B,59.9,63.9,32.7,B,15.3,B,8.8,B,,,3.1,B,A
32K075,32,P.S. 075 Mayda Cortiella,Yolanda Williams,EMS,Elementary,61.93,C,42.4,20.3,24.6,C,10.8,C,3.7,F,,,3.3,B,C
32K086,32,P.S. 086 The Irvington,Mabel Sarduy,EMS,Elementary,63.12,B,62.4,70.3,30.8,B,16.8,A,12.3,A,,,2.5,B,C
32K106,32,P.S. 106 Edward Everett Hale,Robert Flores,EMS,Elementary,61.94,A,65.7,77.7,41.3,A,12.4,B,8.3,B,,,3.7,C,B
32K116,32,P.S. 116 Elizabeth L Farrell,Seiw Kong,EMS,Elementary,64.59,A,66.7,79.8,37.9,B,16.4,A,8.3,B,,,4.1,A,A
32K123,32,P.S. 123 Suydam,Veronica Greene,EMS,Elementary,62.13,B,52.1,44.6,24.6,C,16.5,A,8.0,B,,,3.0,B,C
32K145,32,P.S. 145 Andrew Jackson,Lucia Perez-Medina,EMS,Elementary,63.42,B,60.7,65.9,35.8,B,15.2,B,7.0,C,,,2.7,C,B
32K151,32,P.S. 151 Lyndon B. Johnson,Maria Anaya,EMS,Elementary,61.87,C,37.3,12.0,19.4,D,9.8,C,5.7,C,,,2.4,D,C
32K162,32,J.H.S. 162 The Willoughby,Barbara Demartino,EMS,Middle,2.26,B,60.9,63.3,37.8,B,14.1,B,5.4,C,,,3.6,C,C
32K274,32,P.S. 274 Kosciusko,Maritza Ollivierra-Jones,EMS,Elementary,64.34,B,61.6,68.5,32.7,B,15.0,B,11.7,A,,,2.2,C,A
32K291,32,J.H.S. 291 Roland Hayes,Jacqueline Rosado,EMS,Middle,2.30,C,38.6,11.9,22.7,C,7.8,D,5.3,D,,,2.8,C,C
32K296,32,J.H.S. 296 The Halsey School,Maria Barreto,EMS,Middle,2.44,,.,.,.,,.,,.,,,,.,F,C
32K299,32,P.S. 299 Thomas Warren Field,Wilma Kanova Kirk,EMS,Elementary,66.94,A,68.8,84.6,40.4,A,15.6,B,9.3,B,,,3.5,D,B
32K347,32,I.S. 347 School of Humanities,John Barbella,EMS,Middle,2.45,C,46.7,27.4,25.9,C,11.9,C,6.5,C,,,2.4,C,C
32K349,32,"I.S. 349 Math, Science & Tech.",Rogelio Parris,EMS,Middle,2.58,D,23.2,3.0,2.8,F,9.8,C,8.0,B,,,2.6,C,C
32K376,32,P.S. 376,Maria Vera,EMS,Elementary,64.26,C,42.1,20.0,17.6,D,13.2,B,9.3,B,,,2.0,C,B
32K377,32,P.S. 377 Alejandrina B. De Gautier,Dominic Zagami,EMS,K-8,60.61,C,39.0,12.5,21.8,D,10.6,C,3.8,F,,,2.8,F,B
32K383,32,J.H.S. 383 Philippa Schuyler,Barbara Sanders,EMS,Middle,3.59,C,26.0,4.1,3.8,F,14.8,B,6.1,C,,,1.3,B,C
32K384,32,P.S. /I.S. 384 Frances E. Carter,Brunhilda Perez,EMS,K-8,62.40,A,64.9,76.9,31.1,B,18.2,A,12.7,A,,,3.0,B,A
32K554,32,All City Leadership Secondary School,Elvis Estevez,EMS,Middle,3.48,C,36.9,10.5,4.8,F,16.4,A,14.7,A,,,1.0,A,C
84K355,84,Williamsburg Collegiate Charter School,J.T. Leaird/Maya Roth,EMS,Middle,2.77,A,94.1,98.9,52.2,A,22.7,A,14.3,A,,,5.0,A,A
84K356,84,Achievement First- Crown Heights Charter School,Camilla Lopez/Wells Blancha,EMS,K-8,49.61,A,75.0,92.5,42.5,A,19.7,A,9.7,A,,,3.1,A,C
84K357,84,KIPP AMP Charter School,Ky Adderley/Natalie Webb,EMS,Middle,2.47,A,75.1,88.1,44.9,A,17.3,A,8.1,B,,,4.8,B,C
84K358,84,Achievement First East New York School,Hilary Cymrot/David Hardy,EMS,K-8,50.91,B,52.7,43.1,22.1,D,19.5,A,9.8,A,,,1.3,A,C
84K359,84,The Uft Charter School,Michelle Bodden-White,EMS,K-8,51.75,D,32.0,5.0,14.9,F,9.0,D,6.2,C,,,1.9,C,D
84K362,84,Hellenic Classical Charter School,Christina Tettonis,EMS,K-8,39.89,A,72.9,88.8,36.9,B,20.3,A,12.9,A,,,2.8,B,C
84K386,84,Invictus Preparatory Charter School,Cliff Thomas,EMS,Middle,2.53,,.,.,.,,.,,.,,,,.,.,.
84K508,84,Achievement First Endeavor Charter School,Tom Kaiser/Paul Adler,EMS,Middle,2.69,A,79.5,92.5,44.0,A,19.4,A,11.8,A,,,4.3,A,C
84K517,84,Leadership Prep Bedford Stuyvesant Charter Schoo,Sultanna Noormuhammad/Owen,EMS,Elementary,49.91,B,53.8,50.3,21.5,C,20.0,A,11.6,A,,,0.7,B,B
84K536,84,Community Roots Charter School,Allison Keil/Sara Stone,EMS,Elementary,28.45,C,47.3,33.3,17.3,D,15.4,B,12.8,A,,,1.8,C,F
84K538,84,Achievement First Bushwick Charter School,Amy D'angelo/Stacey M. Park,EMS,K-8,53.24,A,91.9,100.0,54.9,A,21.0,A,12.2,A,,,3.8,A,B
84K593,84,Excellence Charter School of Bedford Stuyvesant,Jabali Sawicki/?,EMS,K-8,47.71,C,50.4,38.2,16.8,F,21.0,A,9.9,A,,,2.7,A,C
84K608,84,Kings Collegiate Charter School,Scott Schuster/Maya Roth,EMS,Middle,2.84,B,60.6,62.4,27.7,C,19.1,A,11.3,A,,,2.5,B,A
84K626,84,ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL,Gina Ribeiro,EMS,Elementary,50.38,A,69.7,86.2,36.2,B,21.8,A,11.0,A,,,0.7,B,.
84K648,84,Bedford Stuyvesant Collegiate Charter School,Mabel Lajes-Guiteras,EMS,Middle,2.77,A,73.8,86.7,36.4,B,20.3,A,13.9,A,,,3.2,A,A
84K649,84,La Cima Charter School,Andrea Zayas,EMS,Elementary,58.18,B,54.3,51.6,31.0,B,13.0,B,9.0,B,,,1.2,D,.
84K651,84,PAVE Academy Charter School,Spencer Robertson/Jeremy Ab,EMS,Elementary,51.36,A,69.6,86.1,34.8,B,21.7,A,10.2,A,,,2.9,C,.
84K652,84,Brooklyn Ascend Charter School,Brandon Sorlie,EMS,Elementary,48.71,A,74.6,91.8,43.1,A,20.1,A,9.6,B,,,1.8,C,B
84K701,84,Brooklyn Charter School,Omigbade Escayg,EMS,Elementary,52.38,A,74.9,92.3,41.8,A,21.6,A,10.4,A,,,1.1,A,D
84K702,84,Community Partnership Charter,Melaine Bryon,EMS,K-8,48.59,B,59.0,63.8,32.1,B,17.0,A,8.3,B,,,1.6,B,B
84K703,84,Beginning With Children Charter School,Les King/Dionne Jaggon,EMS,K-8,52.35,B,55.4,55.6,32.7,B,11.4,C,7.7,B,,,3.6,C,C
84K704,84,Explore Charter School,Tracy Rebe,EMS,K-8,50.93,A,88.8,98.8,56.4,A,19.1,A,9.5,B,,,3.8,C,B
84K707,84,Brooklyn Prospect Charter School,Lanolia Omowanile,EMS,Middle,2.96,B,62.1,67.8,27.9,C,19.1,A,11.5,A,,,3.6,A,.
84K710,84,Brownsville Collegiate Charter School,Jessica Simmons,EMS,Middle,2.63,A,95.2,99.5,54.8,A,21.7,A,13.6,A,,,5.1,A,.
84K726,84,Fahari Academy Charter School,Catina Venning,EMS,Middle,2.63,C,42.7,18.5,19.5,D,12.4,C,8.3,B,,,2.5,D,.
84K730,84,Summit Academy Charter School,Shahara Jackson,EMS,Middle,2.31,B,52.8,44.8,28.4,C,14.4,B,5.9,C,,,4.1,C,.
84K731,84,Brooklyn Excelsior Charter,Tom Demarco,EMS,K-8,51.97,B,56.6,58.8,27.7,C,20.0,A,6.5,C,,,2.4,B,A
84K740,84,Brooklyn Scholars Charter School,Desiree Kirton,EMS,Elementary,52.29,C,46.7,31.6,25.8,C,13.3,B,6.8,C,,,0.8,B,.
84K742,84,Explore Empower Charter School,Beth Doyle,EMS,Elementary,54.39,C,41.9,19.2,14.2,F,16.5,A,10.2,A,,,1.0,B,.
84K744,84,Coney Island Preparatory Public Charter School,Jacob Mnookin,EMS,Middle,2.52,A,82.6,93.9,44.8,A,20.5,A,13.0,A,,,4.3,A,.
84K777,84,Ocean Hill Collegiate Charter School,Hannah Solomon,EMS,Middle,2.69,A,99.1,99.7,58.0,A,23.2,A,14.7,A,,,3.2,.,.
84K780,84,Brooklyn East Collegiate Charter School,Eric Green,EMS,Middle,2.66,A,83.4,94.5,43.1,A,23.1,A,14.4,A,,,2.8,.,.
84K782,84,Bedford Stuyvesant New Beginnings Charter School,Joshua Morales/Karen Jones,EMS,Elementary,58.35,B,58.6,61.2,30.7,B,17.1,A,9.9,A,,,0.9,.,.
84K791,84,Brooklyn Dreams Charter School,Yvette Wilds,EMS,Elementary,52.85,B,52.8,47.7,28.1,C,10.6,C,11.8,A,,,2.3,.,.
84M279,84,The Opportunity Charter School,Marya Baker,EMS,Middle,1.47,C,41.6,17.4,24.4,C,7.6,D,5.8,C,,,3.8,B,C
84M284,84,Harlem Children's Zone/Promise Academy Charter S,Tonya White/Shakira Petit,EMS,K-8,51.22,B,53.4,47.5,28.2,C,14.4,B,9.1,B,,,1.7,C,B
84M320,84,Manhattan Charter School,Genie Depolo,EMS,Elementary,52.38,B,53.9,50.5,22.4,C,20.9,A,8.6,B,,,2.0,A,B
84M329,84,Harlem Link Charter School,Steven Evangelista/Margaret,EMS,Elementary,55.77,A,67.0,80.5,39.4,A,18.7,A,6.6,C,,,2.3,C,D
84M330,84,Girls Preparatory Charter School of New York,Anne Lackritz/Ian Rowe,EMS,K-8,45.97,B,55.1,54.4,27.1,C,18.3,A,7.8,B,,,1.9,C,C
84M335,84,Harlem Village Academies Leadership Charter Scho,Lisa Fromelt,EMS,Middle,2.81,B,61.5,66.3,23.6,C,21.0,A,14.2,A,,,2.7,A,A
84M336,84,KIPP Infinity Charter School,Joseph Negron/Natalie Webb,EMS,Middle,2.47,A,87.7,96.4,48.7,A,21.0,A,12.6,A,,,5.4,A,A
84M341,84,Harlem Children's Zone/Promise Academy II,Kathleen Fernald/Sheryl Rag,EMS,K-8,51.57,C,46.3,30.0,19.1,D,19.0,A,6.9,C,,,1.3,B,C
84M350,84,Democracy Preparatory Charter School,Lisa Friscia/William Cooke,EMS,Middle,2.53,A,76.6,89.0,44.3,A,16.5,A,11.8,A,,,4.0,A,A
84M351,84,Harlem Success Academy 1 Charter School,Jackie Albers,EMS,Elementary,52.25,A,85.9,97.9,48.9,A,24.9,A,9.9,A,,,2.1,A,A
84M353,84,New Heights Academy Charter School,Lisa Hackett/Robert Parkes,EMS,Middle,2.66,B,51.8,40.9,26.4,C,13.2,B,9.0,B,,,3.2,B,C
84M382,84,DREAM Charter School,Eve Colavito,EMS,Elementary,57.11,A,68.5,83.9,39.6,A,14.7,B,10.0,A,,,4.2,C,.
84M384,84,Harlem Success Academy 2 Charter School,Jim Manly,EMS,Elementary,53.27,A,95.3,99.0,58.2,A,24.8,A,10.1,A,,,2.0,A,.
84M385,84,Harlem Success Academy 3 Charter School,Richard Seigler,EMS,Elementary,53.46,A,88.3,98.5,54.4,A,24.9,A,7.6,B,,,1.4,A,.
84M386,84,Harlem Success Academy 4 Charter School,Danique Loving,EMS,Elementary,54.28,A,85.5,97.5,47.1,A,25.0,A,10.9,A,,,2.5,A,.
84M388,84,St. HOPE Leadership Academy Charter School,Ventura Rodriguez,EMS,Middle,2.42,B,64.5,73.2,35.6,B,12.3,C,13.4,A,,,3.1,C,B
84M430,84,The Equity Project Charter School (TEP),Zeke Vanderhoek,EMS,Middle,2.45,A,77.8,90.3,43.7,A,17.0,A,12.6,A,,,4.5,B,.
84M478,84,Inwood Academy for Leadership Charter School,Christina Reyes,EMS,Middle,2.48,A,80.7,93.1,46.2,A,17.9,A,12.7,A,,,3.9,.,.
84M481,84,Democracy Preparatory Harlem Charter School,Emmanuel George,EMS,Middle,2.47,A,83.5,94.8,50.6,A,17.7,A,12.1,A,,,3.1,.,.
84M524,84,Innovate Manhattan Charter School,Peg Hoey,EMS,Middle,2.43,,.,.,.,,.,,.,,,,.,.,.
84M702,84,The Sisulu-Walker Charter School of Harlem,Dawn Cejas,EMS,Elementary,53.41,C,38.5,14.4,19.4,D,13.2,B,4.1,D,,,1.8,C,C
84M704,84,Harbor Sciences and Arts Charter School,Joanne Hunt,EMS,K-8,45.54,B,53.4,47.5,23.5,C,19.1,A,9.2,B,,,1.6,B,C
84M705,84,Amber Charter School,Vasthi Acosta,EMS,Elementary,53.62,B,53.2,48.7,26.5,C,16.2,A,9.4,B,,,1.1,B,C
84M708,84,Harlem Day Charter School,Katie Duffy,EMS,Elementary,60.40,A,79.7,95.9,45.7,A,20.2,A,10.8,A,,,3.0,D,C
84M709,84,Harlem Village Academy Charter School,Laurie Warner/Jason Epting,EMS,Middle,2.51,A,79.0,91.7,41.3,A,21.4,A,12.1,A,,,4.2,A,B
84M726,84,KIPP S.T.A.R. Charter School,Orpheus Williams/Natalie We,EMS,Middle,2.49,B,60.2,61.3,27.3,C,17.4,A,11.8,A,,,3.7,B,B
84M861,84,Future Leaders Institute Charter School,Ismael Colon,EMS,K-8,50.51,B,52.7,43.1,36.2,B,8.4,D,5.8,C,,,2.3,F,D
84Q170,84,Peninsula Preparatory Academy Charter School,Ericka K. Wala,EMS,Elementary,48.86,B,53.6,49.5,26.7,C,13.1,B,12.3,A,,,1.5,C,C
84Q304,84,VOICE Charter School of New York,Frank Headley,EMS,Elementary,43.54,B,53.5,49.3,26.6,C,14.7,B,10.4,A,,,1.8,B,.
84Q341,84,Riverton Street Charter School,Verone Kennedy,EMS,Elementary,49.16,A,72.1,89.2,38.1,B,18.0,A,14.7,A,,,1.3,.,.
84Q704,84,Merrick Academy Charter School,Raquel Pottinger-Bird,EMS,Elementary,43.27,B,58.3,60.7,31.1,B,16.6,A,9.3,B,,,1.3,F,C
84Q705,84,"Renaissance Charter School, The",Stacey Gauthier,EMS,K-8,32.45,B,54.9,51.9,28.3,C,16.9,A,6.5,C,,,3.2,C,B
84Q706,84,Our World Neighborhood Charter,Brian Ferguson,EMS,K-8,26.28,C,51.2,39.4,24.3,C,16.7,A,7.9,B,,,2.3,B,C
84R067,84,John W. Lavelle Preparatory Charter School,Evelyn Finn,EMS,Middle,2.30,B,61.9,67.1,25.8,C,18.4,A,12.7,A,,,5.0,A,.
84R073,84,New World Preparatory Charter School,Jamie V. Esperon,EMS,Middle,2.30,C,43.0,19.6,12.6,F,17.5,A,9.8,A,,,3.1,.,.
84X165,84,Grand Concourse Charter School,Ira Victor,EMS,Elementary,57.86,A,66.6,79.3,32.8,B,20.4,A,11.4,A,,,2.0,B,B
84X185,84,The Bronx Lighthouse Charter School,Meghan Kimpton (K-4)/Richar,EMS,K-8,52.67,D,35.9,8.1,13.8,F,12.5,C,8.1,B,,,1.5,D,B
84X255,84,Bronx Charter School for Excellence,Charlene Reid,EMS,K-8,44.03,A,71.5,86.9,30.7,C,24.8,A,12.4,A,,,3.5,A,A
84X309,84,South Bronx Charter School For Int'L Culture & T,Evelyn Hey,EMS,Elementary,57.69,A,67.4,81.5,35.6,B,20.0,A,10.1,A,,,1.7,B,A
84X345,84,Hyde Leadership Charter School,Betsy Olney,EMS,K-8,55.24,D,37.4,9.4,11.2,F,13.6,B,9.6,A,,,3.0,B,C
84X346,84,South Bronx Classical Charter School,Lester Long,EMS,Elementary,52.58,A,97.4,99.5,59.4,A,25.0,A,11.0,A,,,1.9,A,D
84X378,84,Icahn Charter School 2,Brenda Carrasquillo,EMS,Elementary,45.46,A,79.3,95.6,41.9,A,24.8,A,12.3,A,,,0.2,A,C
84X389,84,Bronx Global Learning Institute for Girls Charte,Celia Domenech,EMS,Elementary,52.90,A,69.4,85.7,40.1,A,19.1,A,9.4,B,,,0.8,C,.
84X394,84,Mott Haven Academy Charter School,Jessica Nauiokas,EMS,Elementary,63.43,D,31.0,5.3,12.6,F,8.1,D,8.9,B,,,1.4,D,.
84X398,84,Bronx Community Charter School,Martha Andrews/Sasha Wilson,EMS,Elementary,49.18,D,26.3,3.0,6.9,F,7.1,D,10.5,A,,,1.7,C,.
84X407,84,Bronx Charter School for Children,Doreen C. Land,EMS,Elementary,58.37,B,58.7,61.3,31.0,B,15.8,B,9.6,B,,,2.3,D,C
84X419,84,Bronx Academy of Promise Charter School,Catherine Jackvony,EMS,Elementary,56.81,A,74.3,91.5,42.9,A,15.5,B,12.4,A,,,3.5,F,B
84X422,84,Icahn Charter School 3,Midga Agosto,EMS,Elementary,53.28,A,71.6,88.0,37.0,B,21.9,A,10.7,A,,,2.0,D,A
84X482,84,Dr. Izquierdo Health and Science Charter School,Frank Steele,EMS,Middle,2.60,F,18.3,1.4,3.9,F,6.3,D,7.1,C,,,1.0,.,.
84X488,84,The Equality Charter School,Caitlin Franco,EMS,Middle,2.37,A,88.4,96.7,49.4,A,20.6,A,13.6,A,,,4.8,C,.
84X496,84,Icahn Charter School 4,Michelle Allen,EMS,Elementary,55.64,A,99.3,99.8,57.1,A,25.0,A,13.4,A,,,3.7,A,.
84X703,84,Bronx Prep Charter School,Jacqueline King-Robinson,EMS,Middle,2.72,D,31.1,7.2,11.5,F,8.4,D,8.4,B,,,2.8,C,C
84X704,84,KIPP Academy Charter School,Natalie Webb/Carolyn Petruz,EMS,Middle,2.84,A,93.9,98.6,55.0,A,21.6,A,13.1,A,,,4.2,A,A
84X705,84,Family Life Academy Charter School,Angel Rodriguez,EMS,K-8,58.98,A,79.6,96.3,42.5,A,19.7,A,13.0,A,,,4.4,B,B
84X706,84,Harriet Tubman Charter School,Cleveland Person,EMS,K-8,53.52,A,71.5,86.9,47.0,A,13.9,B,6.8,C,,,3.8,C,C
84X717,84,Icahn Charter School,Daniel Garcia,EMS,K-8,50.48,A,91.4,99.4,53.4,A,23.8,A,12.7,A,,,1.5,A,B
84X718,84,Bronx Charter School for Better Learning,Shubert Jacobs,EMS,Elementary,47.80,B,64.2,74.1,33.8,B,17.9,A,10.8,A,,,1.7,C,C
84X730,84,Bronx Charter School for Arts,Christina Brown,EMS,Elementary,58.78,C,45.6,27.5,22.6,C,13.6,B,7.0,C,,,2.4,D,B
01M292,01,Henry Street School for International Studies,Erin Mcmahon,HS,High School,1.72,C,50.6,15.0,28.4,C,6.6,F,7.5,C,3.8,D,4.3,C,D
